nCount_RNA	limbtype	Pitx1
23706	HLWT	2
8091	HLWT	11
14195	HLWT	6
15461	HLWT	5
12065	HLWT	1
5422	HLWT	1
8894	HLWT	0
43881	HLWT	0
20410	HLWT	11
21767	HLWT	0
18591	HLWT	1
15470	HLWT	1
30689	HLWT	8
17250	HLWT	12
24970	HLWT	11
21674	HLWT	2
11309	HLWT	3
6213	HLWT	0
28774	HLWT	8
13742	HLWT	3
9802	HLWT	0
11694	HLWT	4
13185	HLWT	11
19913	HLWT	9
6541	HLWT	3
3790	HLWT	1
6953	HLWT	2
8481	HLWT	2
23034	HLWT	2
12325	HLWT	7
5318	HLWT	0
12931	HLWT	14
17045	HLWT	7
7666	HLWT	1
10393	HLWT	0
10177	HLWT	20
11973	HLWT	16
5159	HLWT	0
19233	HLWT	11
13787	HLWT	1
9388	HLWT	13
4330	HLWT	0
19778	HLWT	0
11685	HLWT	8
8713	HLWT	0
2781	HLWT	0
8813	HLWT	10
22303	HLWT	0
9276	HLWT	0
14898	HLWT	19
8954	HLWT	1
17296	HLWT	5
12329	HLWT	4
11000	HLWT	6
12426	HLWT	3
13005	HLWT	3
11042	HLWT	2
2460	HLWT	2
9736	HLWT	4
11871	HLWT	2
16879	HLWT	0
11481	HLWT	5
8093	HLWT	5
20604	HLWT	1
11463	HLWT	3
7832	HLWT	0
10726	HLWT	23
7609	HLWT	0
16941	HLWT	2
19783	HLWT	3
8903	HLWT	0
9775	HLWT	1
24019	HLWT	0
9607	HLWT	0
33154	HLWT	28
9353	HLWT	1
15725	HLWT	8
9689	HLWT	3
10008	HLWT	3
17800	HLWT	4
10668	HLWT	9
27419	HLWT	0
18793	HLWT	3
9741	HLWT	8
13702	HLWT	1
6853	HLWT	4
9337	HLWT	5
15631	HLWT	1
12951	HLWT	8
13810	HLWT	7
14468	HLWT	1
20171	HLWT	0
3436	HLWT	2
16102	HLWT	7
31654	HLWT	0
9251	HLWT	1
11121	HLWT	2
26560	HLWT	1
8633	HLWT	1
9362	HLWT	0
5774	HLWT	3
20429	HLWT	2
20483	HLWT	12
13482	HLWT	8
1721	HLWT	1
12936	HLWT	0
6230	HLWT	0
37148	HLWT	2
9378	HLWT	4
9230	HLWT	0
9667	HLWT	2
8898	HLWT	3
4488	HLWT	0
21430	HLWT	0
15187	HLWT	5
34492	HLWT	7
15132	HLWT	0
10410	HLWT	0
12001	HLWT	1
5598	HLWT	0
12164	HLWT	7
8090	HLWT	2
7496	HLWT	2
4891	HLWT	0
16821	HLWT	2
13424	HLWT	0
25695	HLWT	6
22712	HLWT	0
11087	HLWT	2
16152	HLWT	3
22106	HLWT	0
12834	HLWT	3
25439	HLWT	3
13809	HLWT	3
14268	HLWT	5
9361	HLWT	0
20372	HLWT	0
16594	HLWT	3
15605	HLWT	24
12420	HLWT	2
9995	HLWT	5
24169	HLWT	9
32459	HLWT	7
9017	HLWT	0
9918	HLWT	0
27544	HLWT	0
14973	HLWT	2
10461	HLWT	7
13021	HLWT	1
17896	HLWT	0
9148	HLWT	1
14867	HLWT	8
12688	HLWT	0
4103	HLWT	0
10863	HLWT	13
10942	HLWT	6
13919	HLWT	0
14796	HLWT	0
12323	HLWT	4
4553	HLWT	6
9434	HLWT	4
9609	HLWT	4
15632	HLWT	0
12198	HLWT	1
19160	HLWT	18
10438	HLWT	0
13863	HLWT	6
2984	HLWT	0
20861	HLWT	5
18348	HLWT	4
10059	HLWT	3
14281	HLWT	0
4775	HLWT	0
10803	HLWT	0
10272	HLWT	4
6950	HLWT	0
9988	HLWT	5
10416	HLWT	0
12508	HLWT	8
13901	HLWT	0
9288	HLWT	4
4218	HLWT	1
8140	HLWT	7
8592	HLWT	1
15279	HLWT	3
2216	HLWT	1
4867	HLWT	2
13429	HLWT	11
12761	HLWT	18
19007	HLWT	0
16229	HLWT	6
1871	HLWT	0
15112	HLWT	1
13950	HLWT	3
19382	HLWT	0
16357	HLWT	0
9274	HLWT	9
13554	HLWT	8
8847	HLWT	1
13161	HLWT	2
11341	HLWT	1
17611	HLWT	4
15593	HLWT	7
16249	HLWT	0
14197	HLWT	0
13373	HLWT	1
26371	HLWT	0
14309	HLWT	0
7501	HLWT	7
6359	HLWT	4
12815	HLWT	11
14930	HLWT	3
15059	HLWT	11
15743	HLWT	3
8427	HLWT	15
7308	HLWT	0
13074	HLWT	8
21148	HLWT	6
13207	HLWT	7
8262	HLWT	0
9237	HLWT	0
20421	HLWT	3
27192	HLWT	1
11132	HLWT	1
25236	HLWT	23
9144	HLWT	2
12721	HLWT	2
7964	HLWT	2
10132	HLWT	4
18606	HLWT	16
14338	HLWT	1
14341	HLWT	0
15138	HLWT	11
38622	HLWT	0
9844	HLWT	3
16086	HLWT	21
13259	HLWT	0
13716	HLWT	0
16556	HLWT	4
9632	HLWT	3
13567	HLWT	16
19587	HLWT	0
8657	HLWT	0
11308	HLWT	16
14445	HLWT	2
20608	HLWT	0
10793	HLWT	4
10085	HLWT	2
10265	HLWT	0
15190	HLWT	5
6245	HLWT	1
15313	HLWT	0
21856	HLWT	10
9532	HLWT	2
14480	HLWT	12
4683	HLWT	0
7997	HLWT	3
21165	HLWT	14
45043	HLWT	0
24934	HLWT	0
9127	HLWT	0
6789	HLWT	1
20068	HLWT	0
9417	HLWT	7
5479	HLWT	0
11724	HLWT	0
15464	HLWT	0
4665	HLWT	0
12629	HLWT	0
10825	HLWT	1
17088	HLWT	2
14016	HLWT	2
17017	HLWT	18
9236	HLWT	1
6733	HLWT	0
17231	HLWT	4
15302	HLWT	3
5432	HLWT	0
7170	HLWT	4
10089	HLWT	0
6791	HLWT	1
9130	HLWT	2
13915	HLWT	28
16408	HLWT	0
10146	HLWT	3
10074	HLWT	0
6089	HLWT	0
13670	HLWT	4
9784	HLWT	1
4428	HLWT	2
10824	HLWT	0
19095	HLWT	10
10963	HLWT	3
20099	HLWT	0
12248	HLWT	2
7840	HLWT	2
12180	HLWT	1
9489	HLWT	1
16015	HLWT	0
9743	HLWT	4
5033	HLWT	0
18498	HLWT	0
13068	HLWT	2
8359	HLWT	2
5563	HLWT	3
8510	HLWT	0
2016	HLWT	0
12906	HLWT	2
7966	HLWT	0
26621	HLWT	16
23565	HLWT	3
8238	HLWT	4
17082	HLWT	4
14940	HLWT	1
26015	HLWT	5
11972	HLWT	19
11760	HLWT	8
12626	HLWT	4
16632	HLWT	4
18849	HLWT	0
15981	HLWT	7
15966	HLWT	13
12653	HLWT	2
7201	HLWT	2
3230	HLWT	0
9191	HLWT	1
8678	HLWT	3
13066	HLWT	3
9691	HLWT	2
21726	HLWT	0
8542	HLWT	9
20743	HLWT	0
25978	HLWT	0
10168	HLWT	1
16074	HLWT	7
7142	HLWT	2
22047	HLWT	18
10670	HLWT	3
14715	HLWT	13
10748	HLWT	1
18260	HLWT	12
11200	HLWT	1
16400	HLWT	23
1619	HLWT	0
9075	HLWT	1
16602	HLWT	2
11136	HLWT	2
13370	HLWT	1
7450	HLWT	1
6697	HLWT	0
8234	HLWT	1
13321	HLWT	0
18470	HLWT	7
22701	HLWT	5
15355	HLWT	5
13516	HLWT	0
4874	HLWT	0
12526	HLWT	0
36295	HLWT	0
24787	HLWT	7
15383	HLWT	11
10285	HLWT	3
18085	HLWT	15
20442	HLWT	6
11948	HLWT	7
12904	HLWT	8
16996	HLWT	0
13528	HLWT	1
26174	HLWT	26
14611	HLWT	6
18019	HLWT	2
9940	HLWT	2
2687	HLWT	0
16546	HLWT	0
9123	HLWT	2
9800	HLWT	8
12504	HLWT	0
32297	HLWT	0
6711	HLWT	3
13018	HLWT	0
17997	HLWT	9
25246	HLWT	0
6307	HLWT	0
17397	HLWT	9
11920	HLWT	9
16332	HLWT	3
5040	HLWT	8
14644	HLWT	1
9056	HLWT	3
7704	HLWT	3
15691	HLWT	0
14891	HLWT	6
13323	HLWT	0
3611	HLWT	2
22590	HLWT	0
10488	HLWT	1
24795	HLWT	1
10064	HLWT	2
7362	HLWT	2
13035	HLWT	4
16336	HLWT	9
10910	HLWT	3
9818	HLWT	5
21302	HLWT	1
27939	HLWT	8
8719	HLWT	7
17371	HLWT	2
23105	HLWT	0
12008	HLWT	5
6690	HLWT	2
12850	HLWT	8
13507	HLWT	7
15845	HLWT	1
14202	HLWT	6
5221	HLWT	0
13797	HLWT	2
19204	HLWT	0
8909	HLWT	4
19960	HLWT	3
8570	HLWT	1
20202	HLWT	0
5570	HLWT	1
9951	HLWT	1
22728	HLWT	7
19849	HLWT	21
7476	HLWT	1
10470	HLWT	20
22357	HLWT	5
15688	HLWT	0
13912	HLWT	7
19318	HLWT	1
4894	HLWT	2
5133	HLWT	1
11277	HLWT	1
8420	HLWT	0
15629	HLWT	6
9846	HLWT	3
17756	HLWT	3
8548	HLWT	0
18022	HLWT	0
9938	HLWT	0
24476	HLWT	8
38510	HLWT	0
9927	HLWT	1
8822	HLWT	12
8858	HLWT	3
14023	HLWT	0
18461	HLWT	15
11413	HLWT	0
11411	HLWT	0
14108	HLWT	2
19170	HLWT	0
9173	HLWT	0
17257	HLWT	0
14984	HLWT	1
23688	HLWT	0
16958	HLWT	0
11897	HLWT	6
7924	HLWT	2
15171	HLWT	11
25279	HLWT	0
27455	HLWT	8
21942	HLWT	9
20827	HLWT	9
13881	HLWT	2
8620	HLWT	1
14397	HLWT	2
10965	HLWT	8
17404	HLWT	3
7881	HLWT	2
16495	HLWT	12
14684	HLWT	0
12443	HLWT	0
11806	HLWT	13
9460	HLWT	2
12307	HLWT	0
6560	HLWT	0
8739	HLWT	1
16122	HLWT	0
8870	HLWT	3
7023	HLWT	3
7949	HLWT	1
15669	HLWT	6
19759	HLWT	11
14185	HLWT	0
12037	HLWT	0
7060	HLWT	2
6558	HLWT	0
9601	HLWT	0
10654	HLWT	3
11218	HLWT	4
9752	HLWT	3
12737	HLWT	2
22444	HLWT	7
13746	HLWT	8
15716	HLWT	0
10765	HLWT	2
3687	HLWT	1
12449	HLWT	1
11045	HLWT	9
6172	HLWT	5
9318	HLWT	4
11216	HLWT	4
10460	HLWT	1
13537	HLWT	0
11677	HLWT	1
5867	HLWT	0
10049	HLWT	0
2852	HLWT	6
7993	HLWT	2
7858	HLWT	5
16279	HLWT	0
8294	HLWT	3
20109	HLWT	4
10252	HLWT	3
14757	HLWT	13
9122	HLWT	2
10850	HLWT	8
15411	HLWT	3
14697	HLWT	9
19108	HLWT	1
10588	HLWT	6
9341	HLWT	0
8272	HLWT	1
6702	HLWT	1
5094	HLWT	5
17454	HLWT	14
16759	HLWT	3
20179	HLWT	0
21752	HLWT	0
5266	HLWT	0
8088	HLWT	2
7391	HLWT	4
22016	HLWT	1
12798	HLWT	6
10818	HLWT	2
6326	HLWT	0
9880	HLWT	0
20654	HLWT	1
22426	HLWT	0
8580	HLWT	7
20186	HLWT	0
14146	HLWT	2
6993	HLWT	0
10670	HLWT	7
6036	HLWT	0
18378	HLWT	12
12124	HLWT	2
7252	HLWT	0
10434	HLWT	1
8598	HLWT	9
16670	HLWT	9
10543	HLWT	1
16480	HLWT	7
12454	HLWT	24
18333	HLWT	20
18472	HLWT	0
10481	HLWT	0
11456	HLWT	4
11103	HLWT	0
16589	HLWT	4
15148	HLWT	4
7393	HLWT	0
10190	HLWT	0
12715	HLWT	1
11629	HLWT	1
11386	HLWT	10
7723	HLWT	6
8534	HLWT	0
17042	HLWT	0
9269	HLWT	2
13624	HLWT	0
25073	HLWT	5
8850	HLWT	0
8806	HLWT	6
10285	HLWT	5
11683	HLWT	0
17675	HLWT	0
15832	HLWT	1
21598	HLWT	4
24656	HLWT	2
22552	HLWT	5
5998	HLWT	8
11208	HLWT	9
19818	HLWT	5
12131	HLWT	19
10356	HLWT	10
10997	HLWT	1
6227	HLWT	3
19494	HLWT	0
10889	HLWT	6
25372	HLWT	6
33718	HLWT	15
5892	HLWT	1
4190	HLWT	3
8838	HLWT	1
2633	HLWT	0
10984	HLWT	3
11472	HLWT	0
15250	HLWT	0
31858	HLWT	0
11679	HLWT	0
16381	HLWT	3
12727	HLWT	0
21729	HLWT	6
23137	HLWT	1
12674	HLWT	2
18430	HLWT	1
31715	HLWT	9
26286	HLWT	10
7911	HLWT	5
25252	HLWT	0
10794	HLWT	2
20277	HLWT	1
23863	HLWT	4
11641	HLWT	1
13615	HLWT	2
16449	HLWT	2
11570	HLWT	1
3837	HLWT	6
9307	HLWT	3
12097	HLWT	3
23941	HLWT	5
2812	HLWT	4
14598	HLWT	11
30088	HLWT	0
7710	HLWT	4
10323	HLWT	5
10713	HLWT	0
29713	HLWT	0
19128	HLWT	10
8117	HLWT	8
6664	HLWT	0
7660	HLWT	1
29116	HLWT	0
23250	HLWT	0
17504	HLWT	2
18481	HLWT	1
10888	HLWT	0
6703	HLWT	0
10883	HLWT	0
15255	HLWT	0
22216	HLWT	0
15239	HLWT	16
12179	HLWT	5
15667	HLWT	2
16634	HLWT	6
14400	HLWT	0
14915	HLWT	1
4923	HLWT	0
35271	HLWT	4
24610	HLWT	0
8350	HLWT	5
16012	HLWT	0
32439	HLWT	3
6491	HLWT	3
5246	HLWT	3
9169	HLWT	5
13063	HLWT	1
13287	HLWT	0
12218	HLWT	0
11888	HLWT	9
15572	HLWT	8
14995	HLWT	6
13957	HLWT	4
10053	HLWT	1
20827	HLWT	12
13391	HLWT	2
8469	HLWT	4
18441	HLWT	1
16508	HLWT	0
18522	HLWT	3
10616	HLWT	0
12055	HLWT	1
7385	HLWT	2
8546	HLWT	1
11147	HLWT	0
11113	HLWT	12
16004	HLWT	1
9942	HLWT	1
15307	HLWT	0
4369	HLWT	3
19349	HLWT	0
10550	HLWT	1
6838	HLWT	3
9421	HLWT	3
1577	HLWT	0
14622	HLWT	3
8720	HLWT	9
15017	HLWT	6
12666	HLWT	3
7951	HLWT	3
17048	HLWT	6
16972	HLWT	24
18251	HLWT	2
21738	HLWT	21
17821	HLWT	4
15966	HLWT	0
19236	HLWT	1
23300	HLWT	3
11627	HLWT	1
13191	HLWT	5
28788	HLWT	1
17453	HLWT	1
10449	HLWT	4
28366	HLWT	14
14104	HLWT	5
5006	HLWT	1
8862	HLWT	3
15172	HLWT	6
17737	HLWT	13
6767	HLWT	2
9442	HLWT	0
10419	HLWT	9
9536	HLWT	1
9312	HLWT	2
11267	HLWT	1
16493	HLWT	16
19483	HLWT	0
8641	HLWT	2
21981	HLWT	5
15497	HLWT	1
11003	HLWT	13
13071	HLWT	0
14407	HLWT	0
20600	HLWT	13
9540	HLWT	0
11195	HLWT	1
18353	HLWT	4
21901	HLWT	5
12181	HLWT	2
16021	HLWT	12
18273	HLWT	12
8416	HLWT	1
10406	HLWT	0
11983	HLWT	12
3555	HLWT	8
17512	HLWT	1
3105	HLWT	0
12733	HLWT	6
21533	HLWT	8
10046	HLWT	1
6726	HLWT	3
13487	HLWT	7
16727	HLWT	13
11507	HLWT	0
22446	HLWT	8
17392	HLWT	3
6631	HLWT	6
14409	HLWT	1
15837	HLWT	1
11269	HLWT	5
11838	HLWT	18
16467	HLWT	2
31464	HLWT	3
8632	HLWT	0
15218	HLWT	6
13765	HLWT	2
17822	HLWT	0
12515	HLWT	3
28622	HLWT	6
7109	HLWT	0
15262	HLWT	0
9399	HLWT	0
14887	HLWT	0
17552	HLWT	13
18180	HLWT	0
6692	HLWT	0
27133	HLWT	9
827	HLWT	0
12309	HLWT	14
7386	HLWT	3
14337	HLWT	4
12711	HLWT	0
11058	HLWT	2
8529	HLWT	1
10016	HLWT	4
20669	HLWT	2
10397	HLWT	14
31579	HLWT	2
10628	HLWT	1
10054	HLWT	0
9844	HLWT	0
10345	HLWT	0
19678	HLWT	39
22256	HLWT	4
14776	HLWT	7
13240	HLWT	0
3908	HLWT	2
11680	HLWT	0
13753	HLWT	6
8839	HLWT	1
8854	HLWT	5
512	HLWT	0
9096	HLWT	3
24860	HLWT	0
14308	HLWT	0
7853	HLWT	7
54449	HLWT	0
20000	HLWT	0
10654	HLWT	6
13438	HLWT	6
17742	HLWT	0
6185	HLWT	2
11425	HLWT	5
10863	HLWT	0
13981	HLWT	12
10114	HLWT	0
13286	HLWT	3
10046	HLWT	3
12106	HLWT	0
13263	HLWT	0
15184	HLWT	10
10392	HLWT	0
17548	HLWT	10
29186	HLWT	23
11125	HLWT	1
25308	HLWT	0
10095	HLWT	4
21804	HLWT	0
22904	HLWT	0
11214	HLWT	3
14315	HLWT	9
8717	HLWT	11
10398	HLWT	3
19000	HLWT	3
22877	HLWT	9
18477	HLWT	2
16452	HLWT	0
11046	HLWT	1
5295	HLWT	0
15299	HLWT	8
17878	HLWT	14
19576	HLWT	0
13576	HLWT	7
6154	HLWT	10
24423	HLWT	1
7705	HLWT	1
9179	HLWT	1
16168	HLWT	3
14026	HLWT	1
10972	HLWT	2
20837	HLWT	6
13295	HLWT	0
17654	HLWT	11
11425	HLWT	8
24119	HLWT	14
9043	HLWT	18
12306	HLWT	2
12130	HLWT	1
6920	HLWT	1
7450	HLWT	1
15753	HLWT	18
8711	HLWT	0
18747	HLWT	2
14900	HLWT	17
13911	HLWT	5
13703	HLWT	2
11987	HLWT	4
9836	HLWT	3
10261	HLWT	3
16832	HLWT	3
8156	HLWT	0
24973	HLWT	5
9492	HLWT	1
18475	HLWT	7
10586	HLWT	0
11068	HLWT	4
6197	HLWT	0
20224	HLWT	2
12183	HLWT	1
17771	HLWT	1
28043	HLWT	7
16519	HLWT	2
12116	HLWT	9
12539	HLWT	9
10508	HLWT	5
17057	HLWT	17
14065	HLWT	10
9508	HLWT	1
13437	HLWT	0
8708	HLWT	0
6421	HLWT	4
13633	HLWT	4
8210	HLWT	1
9789	HLWT	1
15011	HLWT	1
22744	HLWT	0
11974	HLWT	7
8054	HLWT	4
13221	HLWT	2
13767	HLWT	1
9277	HLWT	1
10457	HLWT	2
5765	HLWT	0
17410	HLWT	7
10761	HLWT	0
20180	HLWT	11
13946	HLWT	8
7485	HLWT	1
18039	HLWT	16
12476	HLWT	5
13531	HLWT	0
9251	HLWT	1
17483	HLWT	5
18804	HLWT	1
17643	HLWT	8
5676	HLWT	0
12689	HLWT	2
16911	HLWT	0
12326	HLWT	2
14006	HLWT	0
13636	HLWT	4
13894	HLWT	6
3922	HLWT	2
28883	HLWT	31
23454	HLWT	0
10765	HLWT	3
36804	HLWT	13
20901	HLWT	27
16259	HLWT	0
13858	HLWT	14
8298	HLWT	1
17651	HLWT	0
11888	HLWT	2
9769	HLWT	5
14208	HLWT	6
11075	HLWT	0
16665	HLWT	0
10049	HLWT	9
13616	HLWT	11
12262	HLWT	11
15516	HLWT	0
9378	HLWT	0
12232	HLWT	2
7242	HLWT	2
6706	HLWT	1
9206	HLWT	1
16918	HLWT	2
9389	HLWT	2
23510	HLWT	1
18283	HLWT	15
19443	HLWT	2
14578	HLWT	6
17110	HLWT	6
49761	HLWT	4
21172	HLWT	2
13096	HLWT	2
15758	HLWT	8
11325	HLWT	3
16809	HLWT	3
12959	HLWT	4
9188	HLWT	5
12702	HLWT	12
15858	HLWT	0
12821	HLWT	0
11882	HLWT	0
16511	HLWT	0
10997	HLWT	1
13030	HLWT	0
11550	HLWT	0
15392	HLWT	0
9561	HLWT	10
11904	HLWT	0
12699	HLWT	5
13925	HLWT	2
2610	HLWT	0
11358	HLWT	5
5515	HLWT	0
13538	HLWT	4
7175	HLWT	2
7482	HLWT	6
17311	HLWT	4
6901	HLWT	2
17048	HLWT	4
24249	HLWT	0
23996	HLWT	9
8903	HLWT	5
22387	HLWT	0
7501	HLWT	2
28016	HLWT	0
4083	HLWT	0
11747	HLWT	8
9775	HLWT	20
27280	HLWT	2
16655	HLWT	4
4378	HLWT	5
7547	HLWT	0
18583	HLWT	15
27183	HLWT	3
15028	HLWT	4
9873	HLWT	1
13837	HLWT	0
12138	HLWT	9
5666	HLWT	1
10866	HLWT	0
17334	HLWT	0
3896	HLWT	0
14221	HLWT	14
8883	HLWT	3
9470	HLWT	2
18514	HLWT	4
17017	HLWT	9
14732	HLWT	0
13492	HLWT	1
18858	HLWT	5
2862	HLWT	1
13017	HLWT	12
24371	HLWT	0
10353	HLWT	3
10222	HLWT	6
21805	HLWT	1
8914	HLWT	2
8091	HLWT	12
8591	HLWT	0
24904	HLWT	8
8149	HLWT	5
8896	HLWT	6
9514	HLWT	0
15106	HLWT	0
10636	HLWT	9
6140	HLWT	0
15451	HLWT	1
11317	HLWT	1
16591	HLWT	0
5785	HLWT	0
20245	HLWT	0
13972	HLWT	2
50348	HLWT	14
11697	HLWT	7
15256	HLWT	3
22868	HLWT	10
10684	HLWT	0
7153	HLWT	0
10354	HLWT	0
13412	HLWT	17
19883	HLWT	5
4495	HLWT	0
13165	HLWT	3
20661	HLWT	0
13947	HLWT	6
22835	HLWT	0
5836	HLWT	0
13656	HLWT	6
13024	HLWT	0
1786	HLWT	0
8982	HLWT	1
13201	HLWT	17
21788	HLWT	0
8813	HLWT	10
12035	HLWT	12
21350	HLWT	1
11888	HLWT	4
21223	HLWT	2
13375	HLWT	4
16239	HLWT	7
16348	HLWT	3
19998	HLWT	1
2209	HLWT	3
8010	HLWT	0
12355	HLWT	3
3273	HLWT	0
18988	HLWT	4
16405	HLWT	0
5915	HLWT	0
9049	HLWT	15
10126	HLWT	4
6998	HLWT	2
9847	HLWT	7
10357	HLWT	0
16905	HLWT	0
21700	HLWT	9
16439	HLWT	10
21643	HLWT	8
7022	HLWT	4
30636	HLWT	11
12337	HLWT	1
15302	HLWT	0
17233	HLWT	10
20216	HLWT	3
12598	HLWT	18
12032	HLWT	0
12677	HLWT	0
9633	HLWT	0
11159	HLWT	3
20511	HLWT	10
8598	HLWT	4
10146	HLWT	4
14365	HLWT	0
10944	HLWT	2
11299	HLWT	1
9611	HLWT	1
6670	HLWT	2
22021	HLWT	1
17188	HLWT	16
14270	HLWT	9
13706	HLWT	1
12455	HLWT	11
13828	HLWT	1
29031	HLWT	3
12122	HLWT	4
5147	HLWT	0
9690	HLWT	3
15348	HLWT	12
12442	HLWT	3
18328	HLWT	2
18023	HLWT	11
6955	HLWT	0
9190	HLWT	1
15598	HLWT	1
10192	HLWT	1
13402	HLWT	3
16992	HLWT	0
15947	HLWT	0
16505	HLWT	1
20435	HLWT	0
8345	HLWT	4
19925	HLWT	4
11005	HLWT	2
7370	HLWT	0
13608	HLWT	5
15549	HLWT	4
1400	HLWT	1
6731	HLWT	2
5464	HLWT	0
10814	HLWT	7
26578	HLWT	7
12325	HLWT	4
16008	HLWT	0
8226	HLWT	0
12691	HLWT	8
30167	HLWT	9
9039	HLWT	1
9334	HLWT	1
3015	HLWT	2
28364	HLWT	0
14644	HLWT	4
11335	HLWT	3
13971	HLWT	0
16692	HLWT	0
14314	HLWT	0
8842	HLWT	2
19465	HLWT	2
2058	HLWT	0
33028	HLWT	19
25757	HLWT	0
12430	HLWT	0
10626	HLWT	3
20229	HLWT	6
35542	HLWT	21
47501	HLWT	28
5959	HLWT	0
18844	HLWT	18
13603	HLWT	12
11375	HLWT	1
5887	HLWT	0
9647	HLWT	9
6881	HLWT	4
20851	HLWT	16
18347	HLWT	4
10346	HLWT	3
11592	HLWT	2
7662	HLWT	6
14976	HLWT	4
5884	HLWT	1
11116	HLWT	2
18988	HLWT	6
9535	HLWT	2
11379	HLWT	3
15107	HLWT	7
11793	HLWT	10
21578	HLWT	7
10702	HLWT	10
8315	HLWT	0
19882	HLWT	3
22177	HLWT	4
18426	HLWT	4
29369	HLWT	12
4944	HLWT	1
17698	HLWT	9
11936	HLWT	2
11911	HLWT	0
14126	HLWT	0
20492	HLWT	0
18099	HLWT	1
7976	HLWT	0
19372	HLWT	1
12877	HLWT	12
22627	HLWT	8
13448	HLWT	0
10934	HLWT	13
10868	HLWT	2
12236	HLWT	3
11214	HLWT	0
9683	HLWT	5
12144	HLWT	9
9169	HLWT	12
23204	HLWT	0
13756	HLWT	4
13794	HLWT	1
8601	HLWT	0
12246	HLWT	1
10024	HLWT	2
20964	HLWT	6
10465	HLWT	0
3427	HLWT	3
12831	HLWT	13
13279	HLWT	0
15505	HLWT	12
21240	HLWT	3
8262	HLWT	9
11523	HLWT	0
25057	HLWT	13
12724	HLWT	0
9841	HLWT	4
2446	HLWT	0
10417	HLWT	0
11906	HLWT	4
10911	HLWT	0
13922	HLWT	2
26052	HLWT	7
8206	HLWT	4
8253	HLWT	3
8821	HLWT	3
10936	HLWT	2
10145	HLWT	9
15731	HLWT	6
7996	HLWT	0
6808	HLWT	5
16322	HLWT	2
18124	HLWT	2
14497	HLWT	0
18618	HLWT	16
14945	HLWT	2
7994	HLWT	5
8786	HLWT	11
11023	HLWT	14
17538	HLWT	10
4997	HLWT	4
8354	HLWT	9
13915	HLWT	12
8906	HLWT	7
15609	HLWT	16
11849	HLWT	5
712	HLWT	0
6892	HLWT	1
14002	HLWT	0
14208	HLWT	0
9831	HLWT	7
9477	HLWT	5
31840	HLWT	0
14350	HLWT	2
24830	HLWT	2
7389	HLWT	1
10449	HLWT	5
8797	HLWT	3
13398	HLWT	3
17672	HLWT	14
22266	HLWT	0
5005	HLWT	0
14960	HLWT	12
9823	HLWT	8
20714	HLWT	16
15075	HLWT	11
14542	HLWT	0
4432	HLWT	0
24341	HLWT	0
8747	HLWT	4
10692	HLWT	13
15929	HLWT	0
13005	HLWT	1
7893	HLWT	7
9231	HLWT	9
16164	HLWT	1
14110	HLWT	0
10460	HLWT	13
12008	HLWT	1
9268	HLWT	8
23209	HLWT	13
11735	HLWT	3
34402	HLWT	0
11726	HLWT	11
10695	HLWT	1
14639	HLWT	2
15737	HLWT	4
15889	HLWT	2
14888	HLWT	0
10386	HLWT	3
7410	HLWT	2
10414	HLWT	0
28746	HLWT	6
13061	HLWT	2
45176	HLWT	0
10452	HLWT	4
13584	HLWT	4
10978	HLWT	6
14580	HLWT	10
16941	HLWT	2
9891	HLWT	5
18039	HLWT	0
7832	HLWT	1
10332	HLWT	6
14263	HLWT	16
9505	HLWT	0
7024	HLWT	2
25978	HLWT	7
30533	HLWT	0
26178	HLWT	3
12347	HLWT	3
7429	HLWT	5
19721	HLWT	0
4440	HLWT	1
8465	HLWT	1
30393	HLWT	0
10053	HLWT	0
9026	HLWT	7
8756	HLWT	0
12218	HLWT	2
11202	HLWT	3
4200	HLWT	9
21799	HLWT	11
12317	HLWT	1
11623	HLWT	15
9039	HLWT	0
8316	HLWT	1
12948	HLWT	0
18137	HLWT	5
12924	HLWT	12
17104	HLWT	0
12281	HLWT	0
3277	HLWT	0
13339	HLWT	7
6995	HLWT	1
12981	HLWT	2
15759	HLWT	12
13034	HLWT	1
12434	HLWT	9
18934	HLWT	11
20662	HLWT	9
14150	HLWT	19
8837	HLWT	2
43852	HLWT	21
14549	HLWT	3
8526	HLWT	0
9386	HLWT	0
7861	HLWT	0
10308	HLWT	1
10193	HLWT	10
19460	HLWT	4
11089	HLWT	1
12107	HLWT	5
16188	HLWT	0
30626	HLWT	13
16135	HLWT	0
7305	HLWT	6
17356	HLWT	2
17910	HLWT	1
9816	HLWT	4
20594	HLWT	15
17931	HLWT	3
15543	HLWT	0
8909	HLWT	0
6088	HLWT	3
9450	HLWT	5
20831	HLWT	3
10181	HLWT	3
20259	HLWT	5
9022	HLWT	4
4901	HLWT	3
17389	HLWT	1
10648	HLWT	8
15851	HLWT	0
9882	HLWT	0
10039	HLWT	4
10667	HLWT	3
6694	HLWT	7
8968	HLWT	0
13874	HLWT	19
18420	HLWT	0
9109	HLWT	3
12346	HLWT	0
15044	HLWT	7
15609	HLWT	15
17031	HLWT	1
16520	HLWT	20
7842	HLWT	1
10040	HLWT	0
8053	HLWT	1
12607	HLWT	1
11542	HLWT	8
16473	HLWT	22
17532	HLWT	7
13159	HLWT	2
16693	HLWT	3
6013	HLWT	4
9024	HLWT	4
8705	HLWT	5
12197	HLWT	12
